id,postid,ticker,text,target_context,label,label_pred,score_pred,bucket,notes,label2
33,35480308,GOTO,"Dari postingan stream $GOTO banyak yg menawar harga di rentang 20 sampai 30 rupiah per lembarnya. Yg berharap GOTO sampe turun ke 1 rupiah itu sangatlah mustahil, itu mimpi yg sangat indah klo beneran ke 1 rupiah, yg pasti cuma bekal 100rb udah pny 1000 lot, siapa yg nggak mau? saya juga mau beli murah dapet banyak. 

Tapi, harga yg masuk akal itu ketika terjadi keseimbangan antara harga tawar di jual dan beli. Semua tergantung suplai dan permintaan. Masih banyak yg pingin beli di harga kisaran 20 sampai 30 rupiah. Tapi masih banyak yg mau jual di 50, liat saja antriannya, ibarat mau berak tapi belum bisa keluar, mirip proses konstipasi. 

Akhir bulan September, entah di minggu 3 atau 4, jika beneran di buka gembok 50 rupiah, mungkin terjadi mencret besar-besaran sampai angka trilliunan. Terjadi badai mencret! Setelah badai terjadi, perut pencernaan GOTO akan membaik, mungkin dikisaran 25-35 rupiah. Yg penting ta1-ta1 yg nggak sehat macem MESOP dll kudu dikeluarin dulu.

Saran saya beli GOTO setelah gembok 50 rupiah dibuka, cari harga termurah. Biarkan ta1-ta1 MESOP dkk keluar dulu. 
Mereka yg menikmati keuntungan dr MESOP akan kena diare seumur hidup sampai 7 turunan karena makan uang para kaum ritel. 

$IHSG $ARTO",dari postingan stream banyak yg menawar harga di rentang 20 sampai 30 rupiah per lembarnya yg berharap goto sampe turun ke 1 rupiah itu sangatlah mustahil itu mimpi yg sangat indah klo beneran ke 1 rupiah yg pasti cuma bekal 100rb udah pny 1000 lot siapa yg nggak mau saya juga mau beli murah dapet banyak tapi harga yg masuk akal itu ketika terjadi keseimbangan antara harga tawar di jual dan beli semua tergantung suplai dan permintaan masih banyak yg pingin beli di harga kisaran 20 sampai 30 rupiah tapi masih banyak yg mau jual di 50 liat saja antriannya ibarat mau berak tapi belum bisa keluar mirip proses konstipasi akhir bulan september entah di minggu 3 atau 4 jika beneran di buka gembok 50 rupiah mungkin terjadi mencret besar besaran sampai angka trilliunan terjadi badai mencret setelah badai terjadi perut pencernaan goto akan membaik mungkin dikisaran 25 35 rupiah yg penting ta1 ta1 yg nggak sehat macem mesop dll kudu dikeluarin dulu saran saya beli goto setelah gembok 50 rupiah dibuka cari harga termurah biarkan ta1 ta1 mesop dkk keluar dulu mereka yg menikmati keuntungan dr mesop akan kena diare seumur hidup sampai 7 turunan karena makan uang para kaum ritel,neutral,neutral,0.0,negation,"ambigu, teks terpotong",neutral
34,35480606,BUMI,"$CUAN $BUMI $BRPT
foreign sell",,bearish,neutral,0.0,bull_bear,sinyal foreign sell,neutral
35,35480825,BBCA,"Update Transaksi Mid Day IHSG: Net Foreign Buy Muncul, tetapi Masih Terasa Kecil

Memasuki mid day perdagangan Jumat, 4 September 2026, IHSG masih berada dalam kondisi yang relatif sehat meskipun mengalami pelemahan tipis. IHSG berada di level 6.660,79, turun 7,10 poin atau 0,11%. Sebelumnya IHSG sempat dibuka di 6.695,70, bahkan menyentuh level tertinggi 6.704,12, sebelum akhirnya terkoreksi hingga menyentuh 6.637,48. Artinya, tekanan jual memang sempat cukup terasa, tetapi IHSG berhasil melakukan rebound dan bertahan di sekitar 6.660-an.

Salah satu hal yang menarik adalah mulai munculnya net foreign buy, meskipun nilainya masih terasa kecil. Hingga sesi pertama, transaksi asing mencatat foreign buy Rp2,10 triliun dan foreign sell Rp1,97 triliun, sehingga menghasilkan net foreign buy sekitar Rp124,85 miliar. Menurut saya, angka ini belum bisa disebut sebagai arus dana asing yang benar-benar kuat. Namun, setidaknya kondisi ini lebih positif dibandingkan ketika IHSG naik tetapi justru dibarengi net foreign sell yang besar.

Dari sisi teknikal, pergerakan hari ini juga cukup menarik. Setelah IHSG sebelumnya ditutup hijau, hari ini IHSG kembali mengalami koreksi tipis. Pola seperti ini menurut saya bukan sesuatu yang perlu langsung dikhawatirkan. Justru bisa saja IHSG sedang mengambil napas atau mengisi tenaga setelah kenaikan beberapa hari terakhir. Selama penurunan hanya tipis dan tidak disertai tekanan jual besar, peluang untuk kembali melanjutkan kenaikan pada perdagangan berikutnya masih terbuka.

Yang paling menarik justru adalah volume transaksi pada sesi pertama. Nilai transaksi sudah mencapai sekitar Rp8,28 triliun, sementara volume berada di sekitar 219,12 juta lot. Apabila aktivitas perdagangan tetap tinggi hingga penutupan, tetapi IHSG mampu bertahan di atas area MA5 dan Mid Bollinger Band, menurut saya struktur bullish jangka pendek masih cukup terjaga. Bahkan, jika kondisi tersebut bertahan sampai akhir pekan, bukan tidak mungkin minggu depan IHSG kembali mencoba melanjutkan kenaikannya.

Namun, ada satu kondisi yang menurut saya harus benar-benar diwaspadai. Bukan sekadar IHSG merah, tetapi apabila nantinya muncul volume besar yang disertai penurunan tajam, kemudian IHSG sampai kehilangan MA5 dan akhirnya menembus Mid Bollinger Band. Situasi seperti itu akan jauh berbeda dengan koreksi tipis hari ini karena bisa menjadi indikasi bahwa tekanan jual mulai meningkat dan momentum kenaikan mulai kehilangan tenaga.

Sementara itu, indikator MACD masih terlihat positif, dengan garis MACD berada di atas signal line dan histogram masih berada di area positif. Stochastic juga masih berada di area tinggi, meskipun perlu diperhatikan karena sudah mendekati zona overbought. Jadi untuk saat ini belum terlihat sinyal pembalikan yang benar-benar kuat. Kesimpulannya, menurut saya jangan terlalu panik hanya karena IHSG merah satu hari. Prinsipnya masih sama: selama IHSG mampu bertahan di atas MA5 dan Mid Bollinger Band, kita masih bisa hold dan memberikan ruang bagi tren naik untuk berlanjut. Yang perlu membuat kita waspada bukan warna merahnya, tetapi volume besar + penurunan tajam + jebolnya support teknikal.

$BMRI $BBCA $BBRI",,neutral,neutral,0.0,negation,rekap pasar repost,neutral
36,35480909,ANTM,dibuang lagi $ANTM kemarin di akum sedikit sekarang dibuang,dibuang lagi kemarin di akum sedikit sekarang dibuang,bearish,neutral,0.0,no_hit,,bearish
37,35481095,BBCA,"2 Hari kemarin asing net buy, hari ini sesi 1 asing net buy lagi.
Emang intinya main di saham2 yang asingnya ngumpulin aja, asing jangan sampe ketinggalan kereta kali ini semuanya naik tapi saham kamu stagnan  😆. Cek pergerakan asing di idx radar.

 $BBCA 
 $COCO 
 $SINI",2 hari kemarin asing net buy hari ini sesi 1 asing net buy lagi emang intinya main di saham2 yang asingnya ngumpulin aja asing jangan sampe ketinggalan kereta kali ini semuanya naik tapi saham kamu stagnan cek pergerakan asing di idx radar,bullish,bullish,1.0,bull_bear,,
38,35481134,BUMI,"Market kl sideways itu momen tepat untuk akumulasi kl tren masih bagus...kalian mau beli hari ini lngsung kaya hari ini jg ya jangan mimpi gaes

$COCO$BUMI$CUAN",,bullish,neutral,0.0,bull_bear,,bullish
39,35481485,GOTO,"ada yang mau lepas $GOTO  di price 25 ? gw siap angkut 😘😘😘
toh dripada drag porto kalian merah tanpa kepastian 🫠🫠🫠",ada yang mau lepas di price 25 gw siap angkut toh dripada drag porto kalian merah tanpa kepastian,bullish,bearish,-1.0,bull_bear,mau angkut @25 = akumulasi — lexicon kebalik (lepas/merah),
40,35481515,BBCA,"🚨 BURSA TEGUR 199 EMITTEN BELUM SETOR LAPKEU SEMESTER I-2026! 106 Kena SP1, 93 Emiten Pilih Diaudit/Ditelaah!”
by mancingsaham Academy

Halo Sobat Cuan! Peringatan penting dari regulator pasar modal kembali meniupkan peluit disiplin! Bursa Efek Indonesia (BEI) secara resmi merilis daftar perusahaan tercatat yang belum menyampaikan Laporan Keuangan (Lapkeu) Interim per 30 Juni 2026 hingga batas waktu deadline 31 Juli 2026.

Berdasarkan pengumuman BEI No. Peng-S-00027/BEI.PP1/08-2026 yang terbit pada Jumat (21 Agustus 2026):
1. Rasio Kepatuhan Emiten: Dari total 956 emiten yang wajib menyampaikan laporan, sebanyak 757 emiten telah menyampaikan laporan tepat waktu. Sementara itu, 199 emiten tercatat menunggak penyampaian.
2. Kategori 1 (106 Emiten Kena SP1): Belum menyampaikan Lapkeu yang tidak ditelaah/diaudit. BEI resmi menjatuhkan sanksi Peringatan Tertulis I (SP1). Beberapa kode emiten dalam jajaran ini antara lain ALTO, BEBS, CBRE, COAL, FAST, MDIA, PMMP, SRIL, TELE, VIVA, WEGE, dan lainnya.
3. Kategori 2 (53 Emiten Ditelaah Terbatas): Menyampaikan konfirmasi akan melaporkan Lapkeu dengan proses Limited Review (Ditelaah Terbatas oleh Akuntan Publik) sehingga mendapat tambahan waktu. Jajaran ini mencakup emiten lapis satu dan komoditas seperti ADRO, ADMR, ANTM, BBNI, BMRI, BNGA, BRIS, EMAS, ITMG, JSMR, PGAS, PTBA, UNTR, WIKA.
4. Kategori 3 (40 Emiten Diaudit Penuh): Menyampaikan konfirmasi akan melaporkan Lapkeu dengan proses Full Audit oleh Akuntan Publik. Jajaran emiten skala besar di grup ini antara lain AMMN, BBRI, DEWA, DSSA, EXCL, MBMA, MDKA, MEDC, PGIO, PTRO.
5. Emiten Tahun Buku Berbeda: Terdapat 6 emiten yang telah patuh menyampaikan laporan sesuai periode siklusnya (AMIN, HEXA, IKBI, AMOR, CANI, RIGS).

Analis Sisi Bandar mengingatkan investor untuk membedakan antara emiten kena sanksi dengan emiten yang memilih *Audit/Limited Review. Keterlambatan emiten Kategori 1 (106 emiten SP1) wajib diwaspadai karena berindikasi masalah tata kelola (*governance) atau operasional. Sebaliknya, keterlambatan emiten Kategori 2 dan 3 (Big Caps seperti BBRI, BMRI, ADRO, AMMN, PTRO) bersifat wajar karena perusahaan sengaja diaudit untuk kepentingan transparansi, aksi korporasi, atau restrukturisasi strategis. Yuk, kita bedah draf kategori emiten, peta risikonya, hingga taktik memancing saham agar portofoliomu tetap cuan!

1️⃣ Bedah Data Rincian Status Lapkeu Semester I-2026
Mari kita pelototi draf rincian parameter kepatuhan emiten per akhir Agustus 2026 ini agar analisismu tetap presisi:
* Rincian Parameter Kepatuhan Emiten (Agustus 2026):
* Total Emiten Wajib Lapor: 956 Perusahaan.
* Sudah Setor Tepat Waktu: 757 Emiten (79,18%).
* Belum Setor / Terlambat: 199 Emiten (20,82%).

* Pengelompokan & Status Kategori:
* Kategori SP1 (106 Emiten): Tanpa Audit / Review (Resiko Governan / Potensi Suspensi jika berlanjut).
* Kategori Review Terbatas (53 Emiten): Proses Limited Review (Perbankan & Komoditas Utama: BBNI, BMRI, ADRO, ANTM, PGAS).
* Kategori Full Audit (40 Emiten): Proses Audit Akuntan Publik (Emiten Raksasa/Konglomerasi: BBRI, AMMN, DSSA, MDKA, PTRO).

🛠️ Taktik Tempur Memancing Saham: Mengawal Rilis Lapkeu & Disiplin Seleksi
Rilis data kepatuhan laporan keuangan ini memberikan navigasi penting untuk menyaring saham mana yang aman dikoleksi dan mana yang harus dihindari. Pasang kuda-kuda trading terukur di aplikasimu:
▪️ Taktik 1: Bersihkan Portofolio dari Emiten Bermasalah (Kategori SP1)
Cermati daftar 106 emiten yang terkena SP1. Rem dulu jempol baper gatalmu dari tergiur spekulasi pada saham-saham SP1 yang harganya tampak 'murah' tapi minim transparansi. Risiko kecermatan laporan dan sanksi lanjutan (SP2, SP3, hingga Notasi Khusus/Suspensi) sangat tinggi!

▪️ Taktik 2: Cermati Potensi 'Surprise Earnings' pada Saham Audit/Review
Emiten-emiten blue chip dan growth play di Kategori 2 dan 3 (seperti BBRI, BMRI, AMMN, PTRO, MDKA) yang sedang diaudit sering kali menahan rilis data untuk merapikan pembukuan aksi korporasi atau konsolidasi anak usaha. Pantau jadwal rilisnya untuk memanfaatkan momentum earnings bounce.

▪️ Taktik 3: Selaraskan 'Position Sizing' Terukur demi Menjaga RDN
Di tengah penantian rilis resmi kinerja keuangan pertengahan tahun, manajemen risiko adalah benteng utama. Terapkan alokasi modal terdisiplin: alokasikan porsi modal aktif per saham di kisaran 3–5% dari total portofolio. Pertahankan cadangan kas (Cash on RDN) ideal minimal 35–40% demi fleksibilitas, serta pastikan pengaman otomatis Trailing Stop atau Stop Loss selalu aktif terpasang!

Kesimpulan
Teguran BEI terhadap 199 emiten penunggak Lapkeu Semester I-2026 memberikan gambaran tegas pentingnya transparansi pasar. Selalu pilah dengan cermat antara emiten yang mendapat SP1 karena lalai dengan emiten berfundamental kuat yang sedang dalam proses audit/limited review. Bagi kita para pemancing saham yang cerdas, rilis pengumuman bursa ini adalah navigasi jernih untuk menyaring portofolio agar tetap aman, rasional, dan terukur. Tetap disiplin mengatur amunisi kas RDN-mu, dan biarkan validasi riil dari grafik volume market yang mengawal arah cuan portofoliomu!

Disclaimer: Seluruh data dan analisis dalam artikel ini murni bersifat edukasi serta informasi publik, bukan merupakan rekomendasi investasi atau ajakan jual-beli untuk saham tertentu. Keputusan pembelian/penjualan saham sepenuhnya ada di tangan investor.

Tetap kelola risiko portofoliomu dengan disiplin besi, pasang batas risiko yang rasional sejak awal sebelum masuk pasar, dan salam cuan konsisten! 🚀

$BBCA $BMRI.$BBRI",bursa tegur 199 emitten belum setor lapkeu semester i 2026 106 kena sp1 93 emiten pilih diaudit ditelaah by mancingsaham academy halo sobat cuan peringatan penting dari regulator pasar modal kembali meniupkan peluit disiplin bursa efek indonesia bei secara resmi merilis daftar perusahaan tercatat yang belum menyampaikan laporan keuangan lapkeu interim per 30 juni 2026 hingga batas waktu deadline 31 juli 2026 berdasarkan pengumuman bei no peng s 00027 bei pp1 08 2026 yang terbit pada jumat 21 agustus 2026 1 rasio kepatuhan emiten dari total 956 emiten yang wajib menyampaikan laporan sebanyak 757 emiten telah menyampaikan laporan tepat waktu sementara itu 199 emiten tercatat menunggak penyampaian 2 kategori 1 106 emiten kena sp1 belum menyampaikan lapkeu yang tidak ditelaah diaudit bei resmi menjatuhkan sanksi peringatan tertulis i sp1 beberapa kode emiten dalam jajaran ini antara lain alto bebs cbre coal fast mdia pmmp sril tele viva wege dan lainnya 3 kategori 2 53 emiten ditelaah terbatas menyampaikan konfirmasi akan melaporkan lapkeu dengan proses limited review ditelaah terbatas oleh akuntan publik sehingga mendapat tambahan waktu jajaran ini mencakup emiten lapis satu dan komoditas seperti adro admr antm bbni bmri bnga bris emas itmg jsmr pgas ptba untr wika 4 kategori 3 40 emiten diaudit penuh menyampaikan konfirmasi akan melaporkan lapkeu dengan proses full audit oleh akuntan publik jajaran emiten skala besar di grup ini antara lain ammn bbri dewa dssa excl mbma mdka medc pgio ptro 5 emiten tahun buku berbeda terdapat 6 emiten yang telah patuh menyampaikan laporan sesuai periode siklusnya amin hexa ikbi amor cani rigs analis sisi bandar mengingatkan investor untuk membedakan antara emiten kena sanksi dengan emiten yang memilih audit limited review keterlambatan emiten kategori 1 106 emiten sp1 wajib diwaspadai karena berindikasi masalah tata kelola governance atau operasional sebaliknya keterlambatan emiten kategori 2 dan 3 big caps seperti bbri bmri adro ammn ptro bersifat wajar karena perusahaan sengaja diaudit untuk kepentingan transparansi aksi korporasi atau restrukturisasi strategis yuk kita bedah draf kategori emiten peta risikonya hingga taktik memancing saham agar portofoliomu tetap cuan 1 bedah data rincian status lapkeu semester i 2026 mari kita pelototi draf rincian parameter kepatuhan emiten per akhir agustus 2026 ini agar analisismu tetap presisi rincian parameter kepatuhan emiten agustus 2026 total emiten wajib lapor 956 perusahaan sudah setor tepat waktu 757 emiten 79 18 belum setor terlambat 199 emiten 20 82 pengelompokan status kategori kategori sp1 106 emiten tanpa audit review resiko governan potensi suspensi jika berlanjut kategori review terbatas 53 emiten proses limited review perbankan komoditas utama bbni bmri adro antm pgas kategori full audit 40 emiten proses audit akuntan publik emiten raksasa konglomerasi bbri ammn dssa mdka ptro taktik tempur memancing saham mengawal rilis lapkeu disiplin seleksi rilis data kepatuhan laporan keuangan ini memberikan navigasi penting untuk menyaring saham mana yang aman dikoleksi dan mana yang harus dihindari pasang kuda kuda trading terukur di aplikasimu taktik 1 bersihkan portofolio dari emiten bermasalah kategori sp1 cermati daftar 106 emiten yang terkena sp1 rem dulu jempol baper gatalmu dari tergiur spekulasi pada saham saham sp1 yang harganya tampak murah tapi minim transparansi risiko kecermatan laporan dan sanksi lanjutan sp2 sp3 hingga notasi khusus suspensi sangat tinggi taktik 2 cermati potensi surprise earnings pada saham audit review emiten emiten blue chip dan growth play di kategori 2 dan 3 seperti bbri bmri ammn ptro mdka yang sedang diaudit sering kali menahan rilis data untuk merapikan pembukuan aksi korporasi atau konsolidasi anak usaha pantau jadwal rilisnya untuk memanfaatkan momentum earnings bounce taktik 3 selaraskan position sizing terukur demi menjaga rdn di tengah penantian rilis resmi kinerja keuangan pertengahan tahun manajemen risiko adalah benteng utama terapkan alokasi modal terdisiplin alokasikan porsi modal aktif per saham di kisaran 3 5 dari total portofolio pertahankan cadangan kas cash on rdn ideal minimal 35 40 demi fleksibilitas serta pastikan pengaman otomatis trailing stop atau stop loss selalu aktif terpasang kesimpulan teguran bei terhadap 199 emiten penunggak lapkeu semester i 2026 memberikan gambaran tegas pentingnya transparansi pasar selalu pilah dengan cermat antara emiten yang mendapat sp1 karena lalai dengan emiten berfundamental kuat yang sedang dalam proses audit limited review bagi kita para pemancing saham yang cerdas rilis pengumuman bursa ini adalah navigasi jernih untuk menyaring portofolio agar tetap aman rasional dan terukur tetap disiplin mengatur amunisi kas rdn mu dan biarkan validasi riil dari grafik volume market yang mengawal arah cuan portofoliomu disclaimer seluruh data dan analisis dalam artikel ini murni bersifat edukasi serta informasi publik bukan merupakan rekomendasi investasi atau ajakan jual beli untuk saham tertentu keputusan pembelian penjualan saham sepenuhnya ada di tangan investor tetap kelola risiko portofoliomu dengan disiplin besi pasang batas risiko yang rasional sejak awal sebelum masuk pasar dan salam cuan konsisten,neutral,bullish,1.0,bull_bear,repost warning BEI — FP ('cuan'),
41,35481900,BBRI,"IHSG di 15x PE: Mahal, Murah, atau… Biasa Aja? 🧐

Banyak investor kalau lihat IHSG turun langsung bilang:

“Wah, market sudah murah.”

Tapi… murah itu sebenarnya dibanding apa?

Karena saham dengan PE 8x belum tentu murah.

Dan saham dengan PE 15x belum tentu mahal.

1️⃣ Jangan cuma lihat PE

PE itu sederhananya:

Harga saham ÷ Earnings

Misalnya perusahaan menghasilkan laba Rp100 per saham dan harga sahamnya Rp1.000.

PE = 10x.

Artinya secara sederhana, market membayar 10 kali laba perusahaan tersebut.

Simple?

Yes.

Tapi jangan berhenti di sini.

2️⃣ PE rendah ≠ otomatis murah

Bayangkan ada perusahaan:

PE 8x
ROE rendah
Utang tinggi
Laba stagnan
Cash flow jelek

Kelihatannya murah.

Tapi bisa jadi sebenarnya murah karena memang kualitas bisnisnya biasa saja.

Sebaliknya ada perusahaan:

PE 13x
ROE 20%
Laba tumbuh 10–15%
Cash flow sehat
Utang terkendali
Punya competitive advantage

Saya justru bisa lebih tertarik yang kedua.

Kenapa?

Karena valuasi harus dibaca bersama quality of earnings.

3️⃣ Jadi berapa PE IHSG yang menarik?

Kalau saya menggunakan pendekatan konservatif:

🟢 <10x → Deep Value / Crisis Zone
🟢 10–11x → Extremely Attractive
🟢 11–12x → Very Attractive
🟢 12–13x → Fair → Attractive
🟡 13–14x → Fair
🟡 14–15x → Fully Valued
🔴 15–17x → Expensive
🔴 >17x → Very Expensive

Tapi ini bukan hukum alam.

Ini hanya framework berpikir.

4️⃣ Kenapa Indonesia layak mendapat “discount”?

Investor global tidak hanya melihat profit perusahaan.

Mereka juga melihat:

• Currency risk
• Governance
• Liquidity
• Foreign ownership
• Political risk
• Commodity cycle
• Market accessibility

Makanya saya tidak nyaman mengatakan:

“Historical PE IHSG 18x, berarti fair value harus 18x.”

No.

Market hari ini tidak sama dengan market 10 tahun lalu.

Risk profile berubah → valuation multiple juga bisa berubah.

5️⃣ Ini yang sering dilupakan investor ritel

IHSG bukan satu perusahaan.

Di dalamnya ada:

🏦 Bank
🛒 Consumer
⛏️ Commodity
📡 Telco
🏗️ Property
🏭 Industrial
💊 Healthcare
💻 Technology
🛣️ Infrastructure

Jadi ketika PE IHSG terlihat 15x…

Jangan langsung menyimpulkan:

“Semua saham Indonesia mahal.”

Karena bisa saja ada perusahaan berkualitas yang masih diperdagangkan di bawah intrinsic value.

6️⃣ Saya lebih suka “Quality Adjusted PE”

Bukan cuma:

PE rendah = beli

Tapi:

PE + ROE + Growth + Balance Sheet + Cash Flow + Moat

Contoh sederhana:

Perusahaan A
PE 8x
Growth 0%
ROE 7%
Debt tinggi

vs

Perusahaan B
PE 13x
Growth 12%
ROE 20%
Net cash

Mana yang lebih murah?

Menurut saya:

Bisa jadi perusahaan B.

Karena kita membeli earning power masa depan, bukan sekadar membeli angka PE hari ini.

7️⃣ Lalu bagaimana dengan IHSG sekarang?

Menurut stockbit, agregat market berada sekitar 15x PE.

Artinya saya belum mau teriak:

“ALL IN! IHSG SUPER MURAH!”

😂

Belum.

Saya lebih suka mengatakan:

“Market mulai menarik, tetapi belum bisa dibeli secara membabi buta.”

Ini perbedaan kecil yang sering membuat hasil investasi jadi sangat berbeda.

8️⃣ Ada satu konsep yang saya suka: Margin of Safety

Misalnya menurut perhitungan kita:

Intrinsic Value = Rp10.000

Harga pasar = Rp7.000

Ada gap Rp3.000.

Itulah yang disebut margin of safety.

Tapi kalau intrinsic value kita Rp10.000 dan harga pasar Rp9.700?

Masih ada margin.

Tapi tipis.

Sedangkan kalau harga Rp5.000?

Risk/reward menjadi jauh lebih menarik.

9️⃣ Jadi investor seharusnya menunggu apa?

Bukan cuma menunggu IHSG naik.

Saya akan melihat:

✅ Earnings growth
✅ ROE
✅ Free cash flow
✅ Neraca
✅ Dividend
✅ Competitive advantage
✅ Management
✅ Valuation

Dan satu hal yang sangat penting:

Apakah thesis bisnis masih intact ketika IHSG turun 20%?

Kalau jawabannya YES…

Itu baru menarik.

🔟 Jangan lupa faktor asing

2026 bukan cuma cerita earnings.

Foreign flow juga sangat penting.

Kalau investor asing terus melakukan net sell karena masalah market accessibility, sentiment bisa tetap tertekan walaupun fundamental beberapa perusahaan sebenarnya baik.

Tapi justru di sinilah peluang value investor kadang muncul.

Temporary sentiment problem ≠ permanent business problem.

Kalimat ini worth ditulis besar-besar. 👆

1️⃣1️⃣ MSCI & FTSE juga perlu diperhatikan

Investor lokal sering fokus:

“Besok saham apa naik?”

Investor global mungkin lebih fokus:

“Apakah Indonesia semakin investable?”

MSCI dan FTSE menjadi bagian penting dari cerita tersebut.

Kalau confidence investor global kembali…

Bukan hanya earnings yang bisa naik.

Multiple valuation juga bisa mengalami rerating.

Dan ketika:

Earnings ↑ + PE ↑

impact ke harga saham bisa sangat powerful.

1️⃣2️⃣ Contoh sederhananya

Misalnya EPS = Rp500.

PE 10x:

Harga = Rp5.000

Kemudian earnings naik 20%.

EPS menjadi Rp600.

Kalau market confidence kembali dan PE naik menjadi 13x:

Harga teoritis:

Rp600 × 13 = Rp7.800

Perhatikan.

Harga bukan hanya naik karena earnings.

Tapi karena:

Earnings growth + rerating multiple.

Itulah salah satu sumber return terbesar dalam equity investing.

1️⃣3️⃣ Tapi jangan lupa downside

Kalau earnings turun 10%:

EPS Rp500 → Rp450

Dan PE turun dari 10x → 9x

Harga:

Rp450 × 9 = Rp4.050

Dari Rp5.000 menjadi Rp4.050.

Jadi:

Earnings ↓ + Multiple ↓ = double pressure.

Makanya valuasi bukan alat untuk meramal harga.

Valuasi adalah alat untuk memahami:

“Berapa harga yang masuk akal untuk risiko yang saya ambil?”

1️⃣4️⃣ Saya membagi kondisi IHSG menjadi 3 scenario

🐻 BEAR

MSCI/FTSE problem berlanjut
Foreign outflow
Rupiah melemah
Earnings turun
PE compression

→ IHSG berpotensi kembali ke area rendah.

🟡 BASE

Indonesia tetap Emerging Market
Reformasi dipercaya
Foreign flow stabil
Earnings tumbuh 8–12%
PE kembali normal

→ Recovery menjadi skenario yang masuk akal.

🟢 BULL

MSCI confidence ↑
FTSE normalization ↑
Foreign inflow ↑
Earnings growth ↑
Rupiah stabil
PE rerating

→ IHSG bisa memasuki fase bullish yang jauh lebih sehat.

1️⃣5️⃣ Jadi… apakah sekarang waktunya bullish?

Jawaban saya:

Saya mulai konstruktif.

Tapi saya belum mau bilang:

“Bull market sudah confirmed.”

Menurut saya kita lebih dekat dengan:

RECOVERY PHASE

daripada:

STRUCTURAL BULL MARKET.

Dan menariknya…

Fase seperti ini justru sering menjadi playground investor value.

Karena ketika semua orang sudah yakin market bullish…

Biasanya harga sudah tidak murah lagi. 😄

1️⃣6️⃣ Kalau saya, filter saya sederhana

Saya akan mencari bisnis dengan:

PE ≤ 9–13x (lebih rendah lebih bagus)
ROE >15%
Earnings Growth >8–10%
FCF positif
Debt terkendali
Dividend menarik
Competitive advantage
Management credible

Dan yang paling penting:

Market boleh salah menilai bisnis untuk sementara.

Tapi saya harus yakin bisnisnya sendiri tidak rusak.

1️⃣7️⃣ THE BIG PICTURE

Jadi jangan bertanya:

❌ “IHSG sudah turun banyak, beli belum?”

Pertanyaan yang lebih bagus:

✅ “Berapa earnings power perusahaan?”
✅ “Berapa intrinsic value-nya?”
✅ “Berapa PE yang layak?”
✅ “Apa risiko permanennya?”
✅ “Berapa margin of safety saya?”
✅ “Apakah market sedang salah harga?”

Karena pada akhirnya…

Investing bukan tentang membeli saham murah.

Investing adalah tentang:

Membeli bisnis berkualitas dengan harga yang masuk akal, lalu memberi waktu agar fundamental mengejar harga.

Market bisa irrational.

Sentiment bisa berubah.

Foreign flow bisa berbalik.

Multiple bisa rerating.

Tapi earning power perusahaanlah yang pada akhirnya menjadi fondasi nilai.

So…

Jangan terlalu sibuk menebak:

“Besok IHSG naik atau turun?”

Lebih baik sibuk mencari:

“Berapa sebenarnya nilai bisnis yang sedang saya beli?”

Because…

Price is what you pay.
Value is what you get.

Happy investing. 🧠📈

Bukan ajakan beli/jual. Gunakan sebagai framework berpikir, bukan sinyal trading.

$LSIP $BBRI $BMRI",,neutral,neutral,0.0,negation,edukasi PE repost,neutral
42,35481952,GOTO,$GOTO bersedia beli di pasar nego🙏. silahkan DM ya sobat,bersedia beli di pasar nego silahkan dm ya sobat,bullish,neutral,0.0,no_hit,nawar beli = akumulasi,neutral
43,35482065,ADRO,$ADRO yuk kasih diskon lagi ndar ..ARB kek 😂😂🥶🥶🥶,yuk kasih diskon lagi ndar arb kek,bearish,bearish,-1.0,bull_bear,mock ARB,
44,35482253,BMRI,turun lagi dong $BMRI,turun lagi dong,bearish,bearish,-1.0,bull_bear,"wish turun utk beli — intent akumulasi, catat",
45,35482901,BBCA,$TOWRHDCZ6A diskon kapan lagi dapet 4 tick $BBCA $BBRI,,neutral,neutral,0.0,no_hit,,bullish
46,35482938,BMRI,@MIRZAM22 RANDOM TAG $KIJADRCV6A $BUMI $BMRI,,neutral,neutral,0.0,no_hit,,neutral
